code,customer_id,sales_date,base_date,pvp,margen_relativo,margen_eur_negativo,coste_venta_no_impuestos,forma_pago,dias_desde_compra,garantia_dias_restantes,en_garantia,ext_garantia_tiene,ext_garantia_financiera,mantenimiento_gratuito,seguro_bateria_largo_plazo,days_last_service,sin_revisiones,revisiones,km_ultima_revision,km_medio_por_revision,encuesta_cliente_zona_taller,tiene_queja,lead_compra,fue_lead,frequency_total,tenure_days,ticket_avg,service_interval_mean_days,service_interval_std_days,edad,genero,renta_media_estimada,renta_desconocida,status_social,modelo,equipamiento,es_electrico,kw,zona
SYN001649,101840,2024-02-16,2023-12-31,23635.0,0.052743812143008245,0,744.0,Contado,-47,1507,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37,M,0.0,1,Sin_dato,B,Mid,0,77.0,CENTRO
SYN001650,107814,2024-01-31,2023-12-31,25514.0,0.19281570902249745,0,1482.0,Financiera Marca,-31,1491,1,1,1,0,0,0,1,0,0.0,0.0,19.0,0,0,0,0,0.0,0.0,0.0,0.0,48,M,37775.0,0,A,I,High,1,106.0,CENTRO
SYN001651,108208,2024-02-11,2023-12-31,17316.0,0.06521829521829521,0,1767.0,Contado,-42,1502,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,47,F,26950.0,0,Sin_dato,I,Mid-High,0,117.0,NORTE
SYN001652,103870,2024-03-22,2023-12-31,27147.0,-0.01906730025417173,1,911.0,Contado,-82,1542,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,39,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,CENTRO
SYN001653,101156,2024-01-03,2023-12-31,13698.0,0.1239494816761571,0,0.0,Otros,-3,1463,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33,F,0.0,1,Sin_dato,B,Mid-High,0,85.0,NORTE
SYN001654,101380,2024-02-02,2023-12-31,28453.0,0.2155730502934664,0,1034.0,Otros,-33,1493,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43,M,0.0,1,Sin_dato,I,Mid-High,0,117.0,CENTRO
SYN001655,104839,2024-01-28,2023-12-31,20841.0,0.1289194376469459,0,850.0,Financiera Marca,-28,1488,1,0,0,0,0,0,1,0,0.0,0.0,79.0,0,0,0,0,0.0,0.0,0.0,0.0,52,F,24061.0,0,H,A,Mid-High,0,48.0,CENTRO
SYN001656,106395,2024-01-29,2023-12-31,22317.0,0.03739974010843751,0,1031.0,Financiera Marca,-29,1489,1,1,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,41,F,0.0,1,Sin_dato,C,Mid,0,101.0,CENTRO
SYN001657,101773,2024-03-05,2023-12-31,25372.0,-0.09260917546902096,1,2701.0,Prestamo Bancario,-65,1525,1,0,0,0,1,0,1,0,0.0,0.0,172.0,0,0,0,0,0.0,0.0,0.0,0.0,29,M,33998.0,0,A,B,Mid-High,0,71.0,ESTE
SYN001658,102829,2024-03-12,2023-12-31,17113.0,0.0506299304622217,0,1993.0,Contado,-72,1532,1,0,0,0,0,0,1,0,0.0,0.0,144.0,0,0,0,0,0.0,0.0,0.0,0.0,41,M,37380.0,0,E,I,High,0,106.0,NORTE
SYN001659,102213,2024-01-27,2023-12-31,19552.0,0.10447013093289688,0,1260.0,Financiera Marca,-27,1487,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,46,M,24073.0,0,U,B,High,0,74.0,NORTE
SYN001660,101165,2024-02-04,2023-12-31,23542.0,-0.014104579050208139,1,640.0,Contado,-35,1495,1,1,0,0,0,0,1,0,0.0,0.0,11.0,0,0,0,0,0.0,0.0,0.0,0.0,31,F,35055.0,0,E,H,Mid,0,85.0,CENTRO
SYN001662,106899,2024-02-12,2023-12-31,18275.0,0.11417619699042408,0,984.0,Otros,-43,1503,1,0,0,0,0,0,1,0,0.0,0.0,9.0,0,0,0,0,0.0,0.0,0.0,0.0,32,M,26770.0,0,E,B,Mid-High,0,74.0,CENTRO
SYN001663,106372,2024-01-13,2023-12-31,23250.0,0.13374322580645162,0,865.0,Otros,-13,1473,1,0,0,0,0,0,1,0,0.0,0.0,81.0,0,0,0,0,0.0,0.0,0.0,0.0,41,M,26411.0,0,G,C,Low,0,78.0,NORTE
SYN001664,100022,2024-01-17,2023-12-31,25308.0,0.1804093567251462,0,1782.0,Financiera Marca,-17,1477,1,1,1,0,0,0,1,0,0.0,0.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,35,M,32082.0,0,C,I,Mid-High,0,117.0,NORTE
SYN001665,106969,2024-03-28,2023-12-31,19246.0,0.12116803491634626,0,915.0,Contado,-88,1548,1,1,0,0,0,0,1,0,0.0,0.0,115.0,0,0,0,0,0.0,0.0,0.0,0.0,36,M,24780.0,0,H,B,Mid,0,106.0,CENTRO
SYN001666,100691,2024-03-14,2023-12-31,27379.0,0.1960155593703203,0,1521.0,Financiera Marca,-74,1534,1,1,1,0,0,0,1,0,0.0,0.0,89.0,0,0,0,0,0.0,0.0,0.0,0.0,51,M,23987.0,0,B,I,Mid-High,0,106.0,ESTE
SYN001667,105301,2024-02-15,2023-12-31,29194.0,0.23168733301363295,0,597.0,Otros,-46,1506,1,1,0,0,0,0,1,0,0.0,0.0,89.0,0,0,0,0,0.0,0.0,0.0,0.0,30,M,25164.0,0,B,I,High,0,117.0,ESTE
SYN001668,107765,2024-01-20,2023-12-31,13529.0,0.12372089585335205,0,0.0,Otros,-20,1480,1,0,0,0,0,0,1,0,0.0,0.0,13.0,0,0,0,0,0.0,0.0,0.0,0.0,39,F,20730.0,0,A,B,Mid,0,106.0,CENTRO
SYN001671,108388,2024-02-19,2023-12-31,24004.0,0.013284869188468587,0,0.0,Contado,-50,1510,1,0,0,0,0,0,1,0,0.0,0.0,89.0,0,0,0,0,0.0,0.0,0.0,0.0,23,F,25592.0,0,H,A,Low,0,53.0,CENTRO
SYN001672,101078,2024-02-03,2023-12-31,15717.0,0.0713214990138067,0,864.0,Financiera Marca,-34,1494,1,1,1,1,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,39,F,0.0,1,Sin_dato,A,Low,0,53.0,CENTRO
SYN001674,104835,2024-02-05,2023-12-31,25316.0,0.1179459630273345,0,1364.0,Otros,-36,1496,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,47,M,31010.0,0,Sin_dato,B,Mid-High,0,106.0,ESTE
SYN001675,101794,2024-02-10,2023-12-31,35478.0,-0.04766813236371836,1,2282.0,Financiera Marca,-41,1501,1,1,1,0,0,0,1,0,0.0,0.0,112.0,0,0,0,0,0.0,0.0,0.0,0.0,50,M,27576.0,0,G,I,Mid-High,0,106.0,SUR
SYN001676,103262,2024-03-28,2023-12-31,24579.0,-0.04273892347125595,1,1383.0,Otros,-88,1548,1,0,0,0,0,0,1,0,0.0,0.0,9.0,0,0,0,0,0.0,0.0,0.0,0.0,35,M,28530.0,0,D,C,Mid,0,101.0,ESTE
SYN001677,105004,2024-03-26,2023-12-31,28405.0,0.25189860939975356,0,0.0,Otros,-86,1546,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,48,F,28325.0,0,Sin_dato,D,Low,0,104.0,CENTRO
SYN001678,101059,2024-03-06,2023-12-31,18579.0,0.12362344582593252,0,829.0,Contado,-66,1526,1,0,0,0,0,0,1,0,0.0,0.0,176.0,0,0,0,0,0.0,0.0,0.0,0.0,48,M,33811.0,0,E,C,Mid,0,101.0,SUR
SYN001681,106997,2024-03-19,2023-12-31,25792.0,0.09927147952853597,0,1876.0,Financiera Marca,-79,1539,1,1,1,0,0,0,1,0,0.0,0.0,69.0,0,0,0,0,0.0,0.0,0.0,0.0,44,M,23673.0,0,E,B,Mid,0,74.0,CENTRO
SYN001682,107546,2024-01-28,2023-12-31,23465.0,-0.033576816535265286,1,1094.0,Contado,-28,1488,1,0,0,0,1,0,1,0,0.0,0.0,96.0,0,1,0,0,0.0,0.0,0.0,0.0,36,F,30215.0,0,D,C,Low,0,78.0,CENTRO
SYN001683,105158,2024-03-08,2023-12-31,28667.0,0.2054449366867827,0,1334.0,Otros,-68,1528,1,1,1,0,0,0,1,0,0.0,0.0,112.0,0,1,0,0,0.0,0.0,0.0,0.0,53,M,37136.0,0,A,C,Mid-High,0,78.0,NORTE
SYN001685,108474,2024-02-05,2023-12-31,23547.0,0.20786936764768335,0,994.0,Contado,-36,1496,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25,M,28096.0,0,D,I,Mid,1,124.0,SUR
SYN001686,101786,2024-03-18,2023-12-31,33579.0,-0.06340808243247267,1,2675.0,Financiera Marca,-78,1538,1,1,1,0,0,0,1,0,0.0,0.0,144.0,0,0,0,0,0.0,0.0,0.0,0.0,27,M,29704.0,0,C,D,High,0,106.0,CENTRO
SYN001687,101231,2024-03-20,2023-12-31,17988.0,0.10409272848565711,0,1146.0,Contado,-80,1540,1,0,0,0,1,0,1,0,0.0,0.0,84.0,0,0,0,0,0.0,0.0,0.0,0.0,44,M,29094.0,0,D,E,Mid,0,89.0,CENTRO
SYN001688,100610,2024-01-02,2023-12-31,30330.0,0.21836564457632707,0,1034.0,Contado,-2,1462,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,38,M,0.0,1,Sin_dato,B,Mid-High,0,85.0,SUR
SYN001689,101864,2024-03-06,2023-12-31,28287.0,0.20099056103510446,0,1439.0,Financiera Marca,-66,1526,1,0,0,1,0,0,1,0,0.0,0.0,125.0,0,0,0,0,0.0,0.0,0.0,0.0,47,M,29836.0,0,C,D,Low,0,104.0,SUR
SYN001691,100547,2024-01-30,2023-12-31,20841.0,0.08300033587639748,0,1807.0,Contado,-30,1490,1,0,0,0,0,0,1,0,0.0,0.0,151.0,0,0,0,0,0.0,0.0,0.0,0.0,42,F,26909.0,0,B,B,High,0,77.0,ESTE
SYN001692,101138,2024-02-01,2023-12-31,27246.0,-0.03766681347720766,1,1422.0,Contado,-32,1492,1,0,0,0,0,0,1,0,0.0,0.0,111.0,0,1,0,0,0.0,0.0,0.0,0.0,39,M,35371.0,0,E,I,Mid-High,0,106.0,ESTE
SYN001693,102788,2024-02-07,2023-12-31,26002.0,0.18862856703330513,0,1624.0,Financiera Marca,-38,1498,1,1,1,0,0,0,1,0,0.0,0.0,79.0,0,1,0,0,0.0,0.0,0.0,0.0,53,M,17570.0,0,J,J,Mid,0,123.0,CENTRO
SYN001694,106856,2024-02-18,2023-12-31,30022.0,0.205773765905003,0,1399.0,Financiera Marca,-49,1509,1,1,0,1,0,0,1,0,0.0,0.0,95.0,0,0,0,0,0.0,0.0,0.0,0.0,52,F,29246.0,0,D,B,Mid,0,77.0,NORTE
SYN001695,103804,2024-03-17,2023-12-31,29103.0,0.2042796275298079,0,1392.0,Otros,-77,1537,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,41,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,CENTRO
SYN001696,106117,2024-02-19,2023-12-31,19234.0,0.10173754809192055,0,1288.0,Financiera Marca,-50,1510,1,1,1,0,0,0,1,0,0.0,0.0,115.0,0,0,0,0,0.0,0.0,0.0,0.0,49,F,37697.0,0,A,I,Mid-High,0,106.0,CENTRO
SYN001697,106247,2024-03-29,2023-12-31,29194.0,0.24186065629923958,0,300.0,Otros,-89,1549,1,0,0,0,1,0,1,0,0.0,0.0,98.0,0,0,0,0,0.0,0.0,0.0,0.0,78,M,30067.0,0,D,B,Low,0,74.0,CENTRO
SYN001698,101696,2024-02-07,2023-12-31,23423.0,0.18675575289245613,0,1482.0,Financiera Marca,-38,1498,1,1,1,0,0,0,1,0,0.0,0.0,14.0,0,0,0,0,0.0,0.0,0.0,0.0,47,M,24517.0,0,E,I,High,1,106.0,ESTE
SYN001699,108081,2024-03-07,2023-12-31,24004.0,0.013284869188468587,0,0.0,Otros,-67,1527,1,0,0,0,0,0,1,0,0.0,0.0,96.0,0,1,0,0,0.0,0.0,0.0,0.0,38,M,24735.0,0,B,I,Mid-High,0,106.0,ESTE
SYN001701,107962,2024-03-29,2023-12-31,16199.0,0.1053990987097969,0,986.0,Financiera Marca,-89,1549,1,0,0,0,0,0,1,0,0.0,0.0,95.0,0,0,0,0,0.0,0.0,0.0,0.0,37,F,24663.0,0,I,C,Mid-High,0,78.0,CENTRO
SYN001702,107287,2024-03-03,2023-12-31,25514.0,0.19606882495884612,0,1399.0,Financiera Marca,-63,1523,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,32,M,0.0,1,Sin_dato,I,Mid,1,124.0,ESTE
SYN001703,104223,2024-02-20,2023-12-31,27822.0,-0.2172687082165193,1,300.0,Otros,-51,1511,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33,F,0.0,1,Sin_dato,D,Mid-High,0,106.0,ESTE
SYN001704,106284,2024-02-29,2023-12-31,13094.0,0.049027798991904695,0,970.0,Otros,-60,1520,1,0,0,0,0,0,1,0,0.0,0.0,118.0,0,1,0,0,0.0,0.0,0.0,0.0,53,M,24510.0,0,H,I,Mid,1,124.0,ESTE
SYN001705,107161,2024-03-23,2023-12-31,21284.0,0.12221856793835746,0,1016.0,Contado,-83,1543,1,0,0,0,0,0,1,0,0.0,0.0,89.0,0,0,0,0,0.0,0.0,0.0,0.0,56,M,29300.0,0,D,A,Mid-High,0,48.0,SUR
SYN001706,108118,2024-03-15,2023-12-31,30246.0,-0.23545526681214043,1,898.0,Contado,-75,1535,1,0,0,0,0,0,1,0,0.0,0.0,68.0,0,0,0,0,0.0,0.0,0.0,0.0,47,M,0.0,1,H,I,High,1,106.0,CENTRO
SYN001707,107043,2024-01-07,2023-12-31,26389.0,-0.06463223312743946,1,2081.0,Contado,-7,1467,1,1,0,0,0,0,1,0,0.0,0.0,96.0,0,0,0,0,0.0,0.0,0.0,0.0,29,M,29145.0,0,J,H,Mid,0,74.0,CENTRO
SYN001708,103235,2024-01-14,2023-12-31,18299.0,0.10710585277884038,0,1115.0,Contado,-14,1474,1,0,0,0,0,0,1,0,0.0,0.0,95.0,0,0,0,0,0.0,0.0,0.0,0.0,26,M,27879.0,0,B,C,Low,0,78.0,ESTE
SYN001709,103778,2024-02-26,2023-12-31,19234.0,0.09908599355308308,0,1339.0,Financiera Marca,-57,1517,1,1,1,0,0,0,1,0,0.0,0.0,19.0,0,0,0,0,0.0,0.0,0.0,0.0,26,M,27321.0,0,B,I,Mid,0,106.0,CENTRO
SYN001711,107873,2024-01-11,2023-12-31,12520.0,0.025107028753993607,0,1216.0,Contado,-11,1471,1,0,0,0,0,0,1,0,0.0,0.0,44.0,0,0,0,0,0.0,0.0,0.0,0.0,35,M,0.0,1,I,D,Mid,0,115.0,CENTRO
SYN001712,103967,2024-02-29,2023-12-31,11004.0,0.09676208651399491,0,250.0,Contado,-60,1520,1,0,0,0,0,0,1,0,0.0,0.0,131.0,0,1,0,0,0.0,0.0,0.0,0.0,47,F,33890.0,0,E,I,Mid,1,124.0,ESTE
SYN001713,108155,2024-01-27,2023-12-31,18579.0,0.1189945637547769,0,915.0,Contado,-27,1487,1,0,0,0,0,0,1,0,0.0,0.0,79.0,0,0,0,0,0.0,0.0,0.0,0.0,59,M,16311.0,0,D,D,High,0,110.0,ESTE
SYN001714,103968,2024-01-31,2023-12-31,11475.0,0.050696296296296295,0,800.0,Otros,-31,1491,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49,F,0.0,1,Sin_dato,B,Mid,0,106.0,CENTRO
SYN001716,106605,2024-01-19,2023-12-31,23290.0,-0.10047359381708888,1,2642.0,Contado,-19,1479,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,41,F,0.0,1,Sin_dato,I,Mid-High,0,117.0,ESTE
SYN001718,104335,2024-01-05,2023-12-31,21818.0,0.13224539371161426,0,829.0,Contado,-5,1465,1,0,0,0,0,0,1,0,0.0,0.0,15.0,0,0,0,0,0.0,0.0,0.0,0.0,41,F,21414.0,0,I,C,Low,0,78.0,CENTRO
SYN001720,101845,2024-01-29,2023-12-31,24274.0,0.2094516766911098,0,994.0,Financiera Marca,-29,1489,1,1,1,0,0,0,1,0,0.0,0.0,121.0,0,0,0,0,0.0,0.0,0.0,0.0,42,M,29842.0,0,C,J,Mid,0,183.0,ESTE
SYN001721,103803,2024-02-03,2023-12-31,24004.0,0.013284869188468587,0,0.0,Contado,-34,1494,1,0,0,0,0,0,1,0,0.0,0.0,191.0,0,0,0,0,0.0,0.0,0.0,0.0,43,M,29420.0,0,C,I,High,1,106.0,CENTRO
SYN001723,101123,2024-02-07,2023-12-31,25221.0,-0.019796201578050038,1,1644.0,Contado,-38,1498,1,1,0,0,0,0,1,0,0.0,0.0,113.0,0,0,0,0,0.0,0.0,0.0,0.0,51,M,35172.0,0,A,B,Mid-High,0,106.0,CENTRO
SYN001726,103939,2024-03-19,2023-12-31,27147.0,0.014490735624562566,0,0.0,Contado,-79,1539,1,0,0,0,0,0,1,0,0.0,0.0,17.0,0,0,0,0,0.0,0.0,0.0,0.0,59,F,29371.0,0,J,I,Mid,1,136.0,SUR
SYN001728,106765,2024-03-10,2023-12-31,26871.0,-0.038300026050388895,1,1416.0,Otros,-70,1530,1,0,0,0,0,0,1,0,0.0,0.0,89.0,0,0,0,0,0.0,0.0,0.0,0.0,42,M,20911.0,0,I,B,Low,0,74.0,NORTE
SYN001729,107018,2024-02-08,2023-12-31,17809.0,0.0619596833061935,0,1179.0,Financiera Marca,-39,1499,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,25,F,0.0,1,Sin_dato,I,Mid-High,0,106.0,NORTE
SYN001730,107550,2024-02-26,2023-12-31,30078.0,-0.053166766407340915,1,2062.0,Financiera Marca,-57,1517,1,1,1,0,0,0,1,0,0.0,0.0,16.0,0,1,0,0,0.0,0.0,0.0,0.0,55,M,27156.0,0,B,I,Mid-High,0,106.0,CENTRO
SYN001731,108072,2024-03-25,2023-12-31,25514.0,0.21194246296151134,0,994.0,Contado,-85,1545,1,0,0,0,0,0,1,0,0.0,0.0,79.0,0,0,0,0,0.0,0.0,0.0,0.0,53,M,26454.0,0,H,D,High,0,106.0,CENTRO
SYN001732,105444,2024-03-01,2023-12-31,32966.0,-0.20902687617545349,1,130.0,Contado,-61,1521,1,1,0,0,0,0,1,0,0.0,0.0,98.0,0,0,0,0,0.0,0.0,0.0,0.0,46,M,25855.0,0,H,C,Mid,0,101.0,NORTE
SYN001733,101717,2024-03-07,2023-12-31,23643.0,-0.10293363786321533,1,2744.0,Contado,-67,1527,1,1,0,0,0,0,1,0,0.0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,51,F,34186.0,0,K,B,Mid-High,0,85.0,SUR
SYN001734,100560,2024-03-01,2023-12-31,27160.0,-0.07707326951399115,1,2487.0,Contado,-61,1521,1,1,1,0,0,0,1,0,0.0,0.0,116.0,0,0,0,0,0.0,0.0,0.0,0.0,34,M,28978.0,0,E,H,Mid,0,85.0,ESTE
SYN001735,105146,2024-03-20,2023-12-31,17784.0,0.03932467386414755,0,2282.0,Contado,-80,1540,1,0,0,0,0,0,1,0,0.0,0.0,13.0,0,0,0,0,0.0,0.0,0.0,0.0,29,M,27556.0,0,B,I,Mid-High,0,106.0,CENTRO
SYN001736,107912,2024-03-08,2023-12-31,25079.0,0.013591849754774912,0,796.0,Contado,-68,1528,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,48,M,0.0,1,Sin_dato,B,Mid-High,0,77.0,ESTE
SYN001737,100452,2024-03-15,2023-12-31,22948.0,0.18522485619661844,0,1482.0,Financiera Marca,-75,1535,1,1,1,0,0,0,1,0,0.0,0.0,147.0,0,0,0,0,0.0,0.0,0.0,0.0,60,F,29902.0,0,C,B,Mid,0,85.0,ESTE
SYN001738,104840,2024-02-18,2023-12-31,20470.0,0.1040742550073278,0,1339.0,Financiera Marca,-49,1509,1,1,1,0,0,0,1,0,0.0,0.0,111.0,0,0,0,0,0.0,0.0,0.0,0.0,29,M,22176.0,0,H,B,Mid-High,0,71.0,ESTE
SYN001739,105067,2024-01-01,2023-12-31,19099.0,0.10818838682653542,0,1154.0,Contado,-1,1461,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,33,F,0.0,1,Sin_dato,K,Mid,1,193.0,CENTRO
SYN001741,106029,2024-03-09,2023-12-31,25838.0,-0.035244213948448025,1,1273.0,Contado,-69,1529,1,0,0,0,1,0,1,0,0.0,0.0,116.0,0,0,0,0,0.0,0.0,0.0,0.0,51,M,27422.0,0,E,H,Mid,0,85.0,ESTE
SYN001742,100782,2024-03-07,2023-12-31,16953.0,0.0764891169704477,0,864.0,Contado,-67,1527,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,59,F,0.0,1,Sin_dato,A,Mid-High,0,61.0,SUR
SYN001743,103817,2024-03-10,2023-12-31,18854.0,0.09742070648138326,0,1339.0,Financiera Marca,-70,1530,1,1,1,0,0,0,1,0,0.0,0.0,128.0,0,1,0,0,0.0,0.0,0.0,0.0,54,M,28940.0,0,G,I,Mid,1,124.0,CENTRO
SYN001744,106546,2024-02-26,2023-12-31,28667.0,0.20178218857920255,0,1439.0,Financiera Marca,-57,1517,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21,F,0.0,1,Sin_dato,B,Mid-High,0,106.0,CENTRO
SYN001746,104448,2024-01-08,2023-12-31,18378.0,0.03555065839590815,0,1710.0,Contado,-8,1468,1,1,1,0,0,0,1,0,0.0,0.0,54.0,0,0,0,0,0.0,0.0,0.0,0.0,51,F,36706.0,0,A,A,Low,0,53.0,ESTE
SYN001747,100455,2024-01-12,2023-12-31,23321.0,0.03659491445478324,0,3134.0,Financiera Marca,-12,1472,1,1,1,0,0,0,1,0,0.0,0.0,145.0,0,0,0,0,0.0,0.0,0.0,0.0,41,F,27834.0,0,C,D,High,0,106.0,CENTRO
SYN001748,104732,2024-02-25,2023-12-31,28453.0,0.19845710469897726,0,1521.0,Financiera Marca,-56,1516,1,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,78,F,0.0,1,Sin_dato,D,Low,0,85.0,CENTRO
SYN001749,107154,2024-01-22,2023-12-31,34133.0,-0.20482436351917502,1,0.0,Contado,-22,1482,1,0,0,0,0,0,1,0,0.0,0.0,142.0,0,0,0,0,0.0,0.0,0.0,0.0,45,M,24960.0,0,C,I,High,0,117.0,CENTRO
SYN001751,102162,2024-01-12,2023-12-31,30330.0,0.21836564457632707,0,1034.0,Prestamo Bancario,-12,1472,1,0,0,0,0,0,1,0,0.0,0.0,93.0,0,1,0,0,0.0,0.0,0.0,0.0,45,M,27694.0,0,B,A,Low,0,53.0,ESTE
SYN001752,100853,2024-03-24,2023-12-31,21990.0,0.09579718053660755,0,1639.0,Financiera Marca,-84,1544,1,1,1,0,0,0,1,0,0.0,0.0,119.0,0,0,0,0,0.0,0.0,0.0,0.0,46,F,27521.0,0,E,A,Mid-High,0,48.0,ESTE
SYN001753,101950,2024-03-11,2023-12-31,22317.0,0.05151454048483219,0,716.0,Financiera Marca,-71,1531,1,1,1,1,0,0,1,0,0.0,0.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,36,F,28006.0,0,D,H,Mid,1,85.0,CENTRO
SYN001754,101092,2024-01-30,2023-12-31,28405.0,0.23007146629114594,0,620.0,Otros,-30,1490,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,38,M,23047.0,0,Sin_dato,J,Mid,0,123.0,CENTRO
SYN001755,101269,2024-03-06,2023-12-31,27383.0,0.014570353869188913,0,0.0,Contado,-66,1526,1,0,0,0,0,0,1,0,0.0,0.0,118.0,0,0,0,0,0.0,0.0,0.0,0.0,54,F,29754.0,0,C,C,Mid,0,101.0,SUR
SYN001756,104726,2024-02-01,2023-12-31,23240.0,-0.02284122203098107,1,1566.0,Contado,-32,1492,1,0,0,0,0,0,1,0,0.0,0.0,5.0,0,0,0,0,0.0,0.0,0.0,0.0,43,M,27706.0,0,F,D,Mid,0,115.0,CENTRO
SYN001757,106234,2024-02-13,2023-12-31,36634.0,0.21568706665938744,0,1399.0,Financiera Marca,-44,1504,1,0,0,1,0,0,1,0,0.0,0.0,136.0,0,1,0,0,0.0,0.0,0.0,0.0,55,M,25183.0,0,C,I,Mid-High,0,106.0,ESTE
SYN001758,105121,2024-01-01,2023-12-31,28453.0,0.2155730502934664,0,1034.0,Contado,-1,1461,1,0,0,0,0,0,1,0,0.0,0.0,148.0,0,0,0,0,0.0,0.0,0.0,0.0,37,M,33465.0,0,D,C,Mid,0,101.0,CENTRO
SYN001759,108083,2024-01-07,2023-12-31,33773.0,-0.21796020489740325,1,441.0,Contado,-7,1467,1,0,0,0,1,0,1,0,0.0,0.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,52,M,27607.0,0,E,B,Mid,0,106.0,NORTE
SYN001760,101394,2024-02-16,2023-12-31,19234.0,0.09482270978475615,0,1421.0,Financiera Marca,-47,1507,1,1,1,0,0,0,1,0,0.0,0.0,58.0,0,0,0,0,0.0,0.0,0.0,0.0,47,M,22407.0,0,H,B,Mid-High,0,85.0,ESTE
SYN001761,104037,2024-01-12,2023-12-31,22399.0,-0.06304477878476718,1,1693.0,Contado,-12,1472,1,0,0,0,0,0,1,0,0.0,0.0,134.0,0,0,0,0,0.0,0.0,0.0,0.0,40,F,33514.0,0,E,A,Low,0,53.0,CENTRO
SYN001763,102056,2024-02-19,2023-12-31,25147.0,0.1951254622817831,0,1399.0,Financiera Marca,-50,1510,1,0,0,1,0,0,1,0,0.0,0.0,135.0,0,0,0,0,0.0,0.0,0.0,0.0,56,F,33225.0,0,A,D,Low,0,99.0,NORTE
SYN001766,101844,2024-02-29,2023-12-31,31208.0,-0.228101127915919,1,705.0,Contado,-60,1520,1,0,0,0,0,0,1,0,0.0,0.0,16.0,0,0,0,0,0.0,0.0,0.0,0.0,36,M,25784.0,0,G,B,High,0,77.0,ESTE
SYN001767,103790,2024-03-12,2023-12-31,30436.0,-0.011751544223945328,1,829.0,Contado,-72,1532,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,49,M,29742.0,0,D,D,Mid,0,99.0,CENTRO
SYN001768,104152,2024-03-13,2023-12-31,26098.0,-0.11700053643957392,1,3422.0,Contado,-73,1533,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20,F,0.0,1,Sin_dato,B,Mid-High,0,106.0,ESTE
SYN001769,104027,2024-03-07,2023-12-31,27147.0,0.014490735624562566,0,0.0,Contado,-67,1527,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,46,M,27338.0,0,H,I,Mid,1,124.0,NORTE
