code,pvp,margen_relativo,margen_eur_negativo,coste_venta_no_impuestos,forma_pago,dias_desde_compra,tenure_days,days_last_service,en_garantia,ext_garantia_tiene,ext_garantia_financiera,garantia_dias_restantes,mantenimiento_gratuito,seguro_bateria_largo_plazo,sin_revisiones,revisiones,km_ultima_revision,km_medio_por_revision,encuesta_cliente_zona_taller,tiene_queja,lead_compra,fue_lead,frequency_total,ticket_avg,service_interval_mean_days,service_interval_std_days,edad,genero,renta_media_estimada,renta_desconocida,status_social,modelo,equipamiento,es_electrico,kw,zona
SYN000012,27147.0,0.014490735624562566,0,0.0,Contado,34,0.0,0,1,0,0,1426,0,0,1,0,0.0,0.0,114.0,0,0,0,0.0,27147.0,0.0,0.0,32,M,24771.0,0,H,D,Mid,0,99.0,ESTE
SYN000013,29956.0,0.01535451996261183,0,0.0,Contado,10,0.0,0,1,1,0,1450,0,0,1,0,0.0,0.0,12.0,0,0,0,0.0,29956.0,0.0,0.0,26,M,25667.0,0,H,D,Mid,0,115.0,ESTE
SYN000014,33404.0,-0.30557088971380675,1,3360.0,Contado,25,0.0,0,1,1,0,1435,0,0,1,0,0.0,0.0,11.0,0,0,0,0.0,33404.0,0.0,0.0,50,M,30066.0,0,D,J,Mid,0,183.0,CENTRO
SYN000015,30330.0,0.20501252884932408,0,1439.0,Financiera Marca,47,0.0,0,1,0,0,1413,1,0,1,0,0.0,0.0,65.0,0,0,0,0.0,30330.0,0.0,0.0,44,M,22758.0,0,H,I,Mid,0,106.0,CENTRO
SYN000016,19472.0,0.05156429745275267,0,2284.0,Contado,85,0.0,0,1,0,0,1375,0,1,1,0,0.0,0.0,15.0,0,0,0,0.0,19472.0,0.0,0.0,35,F,25524.0,0,H,B,Mid,0,81.0,CENTRO
SYN000019,23744.0,-0.12294769204851752,1,3232.0,Financiera Marca,60,0.0,0,1,1,1,1400,0,0,1,0,0.0,0.0,97.0,0,0,0,0.0,23744.0,0.0,0.0,57,F,32218.0,0,C,C,Mid,0,81.0,ESTE
SYN000020,20999.0,0.09769608076575075,0,1514.0,Financiera Marca,33,0.0,0,1,0,0,1427,0,0,1,0,0.0,0.0,12.0,0,0,0,0.0,20999.0,0.0,0.0,41,M,24093.0,0,H,I,Mid-High,0,106.0,SUR
SYN000022,23547.0,0.19512889115386248,0,1294.0,Otros,89,0.0,0,1,1,1,1371,0,0,1,0,0.0,0.0,114.0,0,0,0,0.0,23547.0,0.0,0.0,40,M,33929.0,0,E,I,Mid-High,0,117.0,CENTRO
SYN000023,23689.0,0.024936468403056272,0,1405.0,Financiera Marca,6,0.0,0,1,1,1,1454,0,0,1,0,0.0,0.0,165.0,0,0,0,0.0,23689.0,0.0,0.0,57,M,25604.0,0,H,I,Mid,1,124.0,SUR
SYN000024,28453.0,0.2155730502934664,0,1034.0,Contado,51,0.0,0,1,0,0,1409,0,0,1,0,0.0,0.0,15.0,0,1,0,0.0,28453.0,0.0,0.0,65,F,33868.0,0,A,I,Mid-High,0,106.0,CENTRO
SYN000025,33863.0,0.22396361810825974,0,994.0,Contado,71,0.0,0,1,1,0,1389,0,0,1,0,0.0,0.0,123.0,0,0,0,0.0,33863.0,0.0,0.0,26,M,34078.0,0,D,I,Mid,1,106.0,ESTE
SYN000026,17113.0,0.11175305323438323,0,947.0,Contado,51,0.0,0,1,1,0,1409,0,0,1,0,0.0,0.0,116.0,0,0,0,0.0,17113.0,0.0,0.0,31,M,27320.0,0,C,B,Low,0,74.0,ESTE
SYN000027,13494.0,0.12367348451163479,0,0.0,Contado,36,0.0,0,1,0,0,1424,0,0,1,0,0.0,0.0,96.0,0,0,0,0.0,13494.0,0.0,0.0,34,M,25094.0,0,H,A,Mid-High,0,48.0,SUR
SYN000028,29446.0,0.20469911023568566,0,1399.0,Financiera Marca,9,0.0,0,1,0,0,1451,1,0,1,0,0.0,0.0,99.0,0,0,0,0.0,29446.0,0.0,0.0,45,F,22146.0,0,K,I,High,1,106.0,CENTRO
SYN000029,19342.0,0.08987901974976735,0,1526.0,Prestamo Bancario,45,0.0,0,1,0,0,1415,0,1,1,0,0.0,0.0,0.0,0,0,0,0.0,19342.0,0.0,0.0,29,M,0.0,1,Sin_dato,B,Mid,0,81.0,CENTRO
SYN000030,36634.0,0.21568706665938744,0,1399.0,Financiera Marca,36,0.0,0,1,0,0,1424,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,36634.0,0.0,0.0,35,M,0.0,1,Sin_dato,I,Mid-High,0,117.0,CENTRO
SYN000032,27379.0,0.1960155593703203,0,1521.0,Financiera Marca,1,0.0,0,1,1,1,1459,0,0,1,0,0.0,0.0,92.0,0,0,0,0.0,27379.0,0.0,0.0,56,M,25597.0,0,B,I,Mid-High,0,106.0,ESTE
SYN000033,20671.0,0.04806782448841372,0,716.0,Contado,36,0.0,0,1,0,0,1424,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,20671.0,0.0,0.0,47,M,0.0,1,Sin_dato,H,Mid,0,85.0,CENTRO
SYN000034,22940.0,0.08902353966870095,0,1876.0,Financiera Marca,86,0.0,0,1,1,1,1374,0,0,1,0,0.0,0.0,116.0,0,0,0,0.0,22940.0,0.0,0.0,59,M,21711.0,0,H,B,Mid-High,0,106.0,CENTRO
SYN000035,23321.0,0.08294798679301917,0,2053.0,Financiera Marca,62,0.0,0,1,1,1,1398,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,23321.0,0.0,0.0,36,M,0.0,1,Sin_dato,B,Mid-High,0,106.0,ESTE
SYN000037,22518.0,0.1299635846878053,0,915.0,Contado,4,0.0,0,1,0,0,1456,0,0,1,0,0.0,0.0,41.0,0,0,0,0.0,22518.0,0.0,0.0,33,M,0.0,1,G,B,Low,0,74.0,SUR
SYN000038,18719.0,0.064920134622576,0,1936.0,Contado,11,0.0,0,1,0,0,1449,0,0,1,0,0.0,0.0,13.0,0,0,0,0.0,18719.0,0.0,0.0,53,M,27105.0,0,G,D,Mid,0,115.0,CENTRO
SYN000039,30182.0,0.19993539195547014,0,1584.0,Financiera Marca,85,0.0,0,1,1,1,1375,0,0,1,0,0.0,0.0,121.0,0,0,0,0.0,30182.0,0.0,0.0,47,M,33127.0,0,E,D,Mid,0,115.0,CENTRO
SYN000040,17305.0,0.05693845709332563,0,1909.0,Contado,59,0.0,0,1,1,0,1401,0,0,1,0,0.0,0.0,96.0,0,0,0,0.0,17305.0,0.0,0.0,48,M,27880.0,0,B,B,Mid,0,74.0,NORTE
SYN000041,25147.0,0.21123076311289615,0,994.0,Financiera Marca,15,0.0,0,1,1,1,1445,1,0,1,0,0.0,0.0,32.0,0,0,0,0.0,25147.0,0.0,0.0,60,M,0.0,1,F,I,Mid-High,0,106.0,NORTE
SYN000044,28667.0,0.21590993127986882,0,1034.0,Contado,8,0.0,0,1,0,0,1452,0,0,1,0,0.0,0.0,17.0,0,0,0,0.0,28667.0,0.0,0.0,39,M,30049.0,0,D,I,High,0,106.0,CENTRO
SYN000045,23542.0,-0.04638730779033217,1,1400.0,Contado,61,0.0,0,1,1,0,1399,0,0,1,0,0.0,0.0,63.0,0,0,0,0.0,23542.0,0.0,0.0,38,M,23371.0,0,E,C,Mid,0,101.0,CENTRO
SYN000046,22465.0,0.10731760516358779,0,1421.0,Financiera Marca,81,0.0,0,1,1,1,1379,0,0,1,0,0.0,0.0,1.0,0,0,0,0.0,22465.0,0.0,0.0,42,M,32336.0,0,C,B,Mid,0,81.0,ESTE
SYN000047,24004.0,0.013284869188468587,0,0.0,Contado,62,0.0,0,1,0,0,1398,0,0,1,0,0.0,0.0,18.0,0,0,0,0.0,24004.0,0.0,0.0,52,M,26519.0,0,E,D,Low,0,99.0,NORTE
SYN000048,17524.0,0.027671193791371833,0,1757.0,Financiera Marca,50,0.0,0,1,1,1,1410,0,0,1,0,0.0,0.0,78.0,0,0,0,0.0,17524.0,0.0,0.0,47,M,25046.0,0,D,I,Mid-High,0,106.0,ESTE
SYN000049,26624.0,0.18291316105769231,0,1821.0,Financiera Marca,43,0.0,0,1,1,1,1417,0,0,1,0,0.0,0.0,112.0,0,1,0,0.0,26624.0,0.0,0.0,36,M,25051.0,0,E,I,Mid-High,0,106.0,NORTE
SYN000050,20089.0,0.10260192144954951,0,1339.0,Financiera Marca,53,0.0,0,1,1,1,1407,0,0,1,0,0.0,0.0,9.0,0,0,0,0.0,20089.0,0.0,0.0,41,M,37716.0,0,D,B,Mid-High,0,85.0,CENTRO
SYN000051,19731.0,0.12787593127565758,0,812.0,Financiera Marca,72,0.0,0,1,0,0,1388,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,19731.0,0.0,0.0,29,F,21343.0,0,U,B,Mid-High,0,77.0,ESTE
SYN000052,23439.0,0.11284056487051494,0,1364.0,Contado,29,0.0,0,1,0,0,1431,0,0,1,0,0.0,0.0,114.0,0,0,0,0.0,23439.0,0.0,0.0,48,M,28470.0,0,E,B,Mid-High,0,106.0,CENTRO
SYN000053,35404.0,0.21177889504010847,0,1482.0,Financiera Marca,38,0.0,0,1,1,1,1422,0,0,1,0,0.0,0.0,13.0,0,0,0,0.0,35404.0,0.0,0.0,52,M,29207.0,0,C,I,Mid,1,124.0,ESTE
SYN000054,24579.0,-0.07154400097644331,1,2091.0,Prestamo Bancario,63,0.0,0,1,0,0,1397,0,0,1,0,0.0,0.0,1.0,0,0,0,0.0,24579.0,0.0,0.0,52,M,29104.0,0,D,D,Low,0,89.0,ESTE
SYN000055,17512.0,0.12482469164001826,0,746.0,Contado,53,0.0,0,1,0,0,1407,0,0,1,0,0.0,0.0,76.0,0,1,0,0.0,17512.0,0.0,0.0,49,M,23584.0,0,H,B,Mid-High,0,74.0,SUR
SYN000056,24004.0,-0.037165055824029326,1,1211.0,Contado,64,0.0,0,1,0,0,1396,0,0,1,0,0.0,0.0,116.0,0,0,0,0.0,24004.0,0.0,0.0,54,F,37188.0,0,A,B,Mid-High,0,106.0,ESTE
SYN000058,27160.0,-0.03675662739322533,1,1392.0,Contado,55,0.0,0,1,1,0,1405,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,27160.0,0.0,0.0,71,M,28575.0,0,A,B,Low,0,74.0,CENTRO
SYN000059,33856.0,0.22507856805293006,0,956.0,Contado,66,0.0,0,1,1,0,1394,0,0,1,0,0.0,0.0,9.0,0,0,0,0.0,33856.0,0.0,0.0,40,M,28852.0,0,D,I,Mid,1,136.0,ESTE
SYN000060,30377.0,-0.07235968002106857,1,2668.0,Financiera Marca,27,0.0,0,1,0,0,1433,1,0,1,0,0.0,0.0,0.0,0,1,0,0.0,30377.0,0.0,0.0,46,M,0.0,1,Sin_dato,D,High,0,106.0,ESTE
SYN000061,21610.0,0.1158047200370199,0,1174.0,Financiera Marca,29,0.0,0,1,1,1,1431,0,0,1,0,0.0,0.0,85.0,0,0,0,0.0,21610.0,0.0,0.0,38,F,27791.0,0,C,B,Mid,0,74.0,NORTE
SYN000062,30330.0,0.21836564457632707,0,1034.0,Contado,80,0.0,0,1,0,0,1380,0,0,1,0,0.0,0.0,19.0,0,0,0,0.0,30330.0,0.0,0.0,48,M,37484.0,0,A,B,Mid-High,0,85.0,CENTRO
SYN000063,11004.0,0.09930661577608142,0,222.0,Financiera Marca,65,0.0,0,1,0,0,1395,0,0,1,0,0.0,0.0,16.0,0,0,0,0.0,11004.0,0.0,0.0,23,F,27132.0,0,G,A,Low,0,53.0,CENTRO
SYN000066,28667.0,0.21590993127986882,0,1034.0,Contado,7,0.0,0,1,0,0,1453,0,0,1,0,0.0,0.0,213.0,0,0,0,0.0,28667.0,0.0,0.0,30,F,37532.0,0,F,I,High,0,106.0,ESTE
SYN000067,15195.0,0.04605001645278052,0,1211.0,Financiera Marca,82,0.0,0,1,1,1,1378,0,0,1,0,0.0,0.0,19.0,0,1,0,0.0,15195.0,0.0,0.0,46,M,36359.0,0,A,B,Mid-High,0,74.0,ESTE
SYN000068,21553.0,0.012100867628636386,0,0.0,Contado,18,0.0,0,1,0,0,1442,0,0,1,0,0.0,0.0,12.0,0,1,0,0.0,21553.0,0.0,0.0,50,M,27727.0,0,B,D,Low,0,104.0,ESTE
SYN000069,19453.0,0.09374440960263197,0,1461.0,Contado,32,0.0,0,1,0,0,1428,0,0,1,0,0.0,0.0,22.0,0,0,0,0.0,19453.0,0.0,0.0,28,M,27354.0,0,H,B,Mid,0,77.0,ESTE
SYN000070,29446.0,0.21845310059091216,0,994.0,Contado,9,0.0,0,1,1,0,1451,0,0,1,0,0.0,0.0,13.0,0,0,0,0.0,29446.0,0.0,0.0,31,M,27819.0,0,B,I,High,1,106.0,SUR
SYN000071,33874.0,-0.20488014406329338,1,0.0,Contado,16,0.0,0,1,0,0,1444,0,1,1,0,0.0,0.0,19.0,0,0,0,0.0,33874.0,0.0,0.0,48,M,27436.0,0,E,K,Mid,1,193.0,NORTE
SYN000073,11004.0,0.09421755725190839,0,278.0,Contado,30,0.0,0,1,0,0,1430,0,0,1,0,0.0,0.0,13.0,0,0,0,0.0,11004.0,0.0,0.0,50,M,29371.0,0,G,A,Low,0,53.0,CENTRO
SYN000074,28405.0,0.21549656750572083,0,1034.0,Contado,49,0.0,0,1,1,0,1411,0,0,1,0,0.0,0.0,175.0,0,0,0,0.0,28405.0,0.0,0.0,78,F,32986.0,0,A,B,Mid,0,106.0,CENTRO
SYN000075,33675.0,-0.20492383073496662,1,0.0,Contado,44,0.0,0,1,0,0,1416,0,0,1,0,0.0,0.0,124.0,0,0,0,0.0,33675.0,0.0,0.0,40,M,32322.0,0,E,I,Mid,1,124.0,NORTE
SYN000076,24004.0,-0.0005461589735044159,1,332.0,Otros,41,0.0,0,1,0,0,1419,0,0,1,0,0.0,0.0,12.0,0,0,0,0.0,24004.0,0.0,0.0,38,F,24962.0,0,H,D,Low,0,99.0,ESTE
SYN000077,33250.0,0.2232863157894737,0,994.0,Otros,75,0.0,0,1,0,0,1385,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,33250.0,0.0,0.0,26,M,0.0,1,Sin_dato,B,Mid,0,81.0,ESTE
SYN000079,13529.0,0.10317244437874196,0,278.0,Financiera Marca,31,0.0,0,1,0,0,1429,0,0,1,0,0.0,0.0,66.0,0,0,0,0.0,13529.0,0.0,0.0,38,M,23522.0,0,H,B,Mid-High,0,106.0,CENTRO
SYN000080,19614.0,0.07912001631487713,0,1762.0,Financiera Marca,24,0.0,0,1,0,0,1436,1,0,1,0,0.0,0.0,0.0,0,1,0,0.0,19614.0,0.0,0.0,25,M,0.0,1,Sin_dato,I,Mid,1,124.0,CENTRO
SYN000081,13094.0,0.06605850007637086,0,747.0,Contado,51,0.0,0,1,0,0,1409,0,0,1,0,0.0,0.0,26.0,0,0,0,0.0,13094.0,0.0,0.0,29,F,30857.0,0,B,A,Mid-High,0,61.0,NORTE
SYN000082,19455.0,0.012900025700334104,0,3034.0,Contado,48,0.0,0,1,1,0,1412,0,0,1,0,0.0,0.0,137.0,0,0,0,0.0,19455.0,0.0,0.0,54,F,30337.0,0,E,I,Mid,0,106.0,CENTRO
SYN000083,21531.0,0.13158608517950862,0,829.0,Contado,3,0.0,0,1,0,0,1457,0,0,1,0,0.0,0.0,113.0,0,0,0,0.0,21531.0,0.0,0.0,49,M,35354.0,0,E,B,Mid,0,106.0,ESTE
SYN000084,19234.0,0.10366122491421441,0,1251.0,Otros,12,0.0,0,1,1,1,1448,0,0,1,0,0.0,0.0,89.0,0,1,0,0.0,19234.0,0.0,0.0,50,F,22123.0,0,K,B,Mid-High,0,71.0,ESTE
SYN000085,19453.0,0.12098956459157971,0,931.0,Otros,9,0.0,0,1,0,0,1451,0,0,1,0,0.0,0.0,8.0,0,0,0,0.0,19453.0,0.0,0.0,32,M,24190.0,0,H,A,Low,0,53.0,CENTRO
SYN000086,21403.0,0.049665934682053915,0,716.0,Financiera Marca,42,0.0,0,1,1,1,1418,1,0,1,0,0.0,0.0,116.0,0,0,0,0.0,21403.0,0.0,0.0,38,M,25056.0,0,E,I,Mid,1,136.0,ESTE
SYN000087,20621.0,-0.026394452257407497,1,783.0,Contado,41,0.0,0,1,0,0,1419,0,1,1,0,0.0,0.0,168.0,0,0,0,0.0,20621.0,0.0,0.0,53,M,33217.0,0,D,A,Mid-High,0,48.0,ESTE
SYN000089,23452.0,-0.125882227528569,1,3258.0,Contado,88,0.0,0,1,0,0,1372,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,23452.0,0.0,0.0,48,M,23418.0,0,Sin_dato,C,Mid-High,0,78.0,ESTE
SYN000090,19829.0,0.12289727167280246,0,916.0,Prestamo Bancario,23,0.0,0,1,1,0,1437,0,1,1,0,0.0,0.0,0.0,0,0,0,0.0,19829.0,0.0,0.0,46,M,0.0,1,Sin_dato,E,Mid,0,89.0,CENTRO
SYN000091,28667.0,0.19892175672375903,0,1521.0,Financiera Marca,41,0.0,0,1,1,1,1419,0,0,1,0,0.0,0.0,99.0,0,0,0,0.0,28667.0,0.0,0.0,78,M,23805.0,0,I,I,Mid-High,0,106.0,CENTRO
SYN000092,23913.0,0.20867812486931794,0,994.0,Otros,42,0.0,0,1,0,0,1418,0,0,1,0,0.0,0.0,68.0,0,0,0,0.0,23913.0,0.0,0.0,31,M,21332.0,0,I,I,Mid-High,0,117.0,ESTE
SYN000094,30330.0,0.21836564457632707,0,1034.0,Contado,42,0.0,0,1,1,0,1418,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,30330.0,0.0,0.0,46,M,27991.0,0,Sin_dato,B,Mid-High,0,85.0,SUR
SYN000095,27379.0,0.2138029146426093,0,1034.0,Otros,80,0.0,0,1,0,0,1380,0,0,1,0,0.0,0.0,68.0,0,0,0,0.0,27379.0,0.0,0.0,58,M,19967.0,0,J,I,Mid-High,0,117.0,ESTE
SYN000096,30078.0,-0.005224748985969812,1,620.0,Otros,15,0.0,0,1,0,0,1445,0,1,1,0,0.0,0.0,114.0,0,0,0,0.0,30078.0,0.0,0.0,37,F,33719.0,0,E,D,Mid-High,0,106.0,ESTE
SYN000097,22399.0,-0.06750926380641993,1,1793.0,Contado,48,0.0,0,1,0,0,1412,0,0,1,0,0.0,0.0,91.0,0,0,0,0.0,22399.0,0.0,0.0,53,M,23917.0,0,E,B,High,0,74.0,CENTRO
SYN000098,26495.0,0.19385733157199472,0,1521.0,Financiera Marca,78,0.0,0,1,1,1,1382,0,0,1,0,0.0,0.0,145.0,0,0,0,0.0,26495.0,0.0,0.0,30,F,33817.0,0,E,I,Mid,1,124.0,NORTE
SYN000100,20936.0,0.011758693160106993,0,0.0,Contado,76,0.0,0,1,1,0,1384,0,0,1,0,0.0,0.0,198.0,0,0,0,0.0,20936.0,0.0,0.0,52,M,25449.0,0,H,B,Mid,0,77.0,ESTE
SYN000101,34448.0,-0.21782048304691126,1,450.0,Contado,18,0.0,0,1,1,0,1442,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,34448.0,0.0,0.0,48,M,0.0,1,Sin_dato,J,Mid,0,123.0,ESTE
SYN000102,19994.0,0.09682454736420927,0,1447.0,Contado,70,0.0,0,1,0,0,1390,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,19994.0,0.0,0.0,37,M,0.0,1,Sin_dato,B,Mid-High,0,85.0,CENTRO
SYN000103,20671.0,0.04806782448841372,0,716.0,Contado,55,0.0,0,1,1,0,1405,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,20671.0,0.0,0.0,43,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,CENTRO
SYN000104,24411.0,-0.06818483470566548,1,1993.0,Contado,57,0.0,0,1,0,0,1403,0,0,1,0,0.0,0.0,83.0,0,0,0,0.0,24411.0,0.0,0.0,48,M,24150.0,0,I,B,Mid,0,81.0,NORTE
SYN000105,18299.0,0.01704628668233237,0,2763.0,Contado,42,0.0,0,1,0,0,1418,0,1,1,0,0.0,0.0,12.0,0,0,0,0.0,18299.0,0.0,0.0,52,M,27658.0,0,B,I,Mid,1,124.0,CENTRO
SYN000106,23293.0,-0.07100674022238442,1,1956.0,Contado,13,0.0,0,1,0,0,1447,0,0,1,0,0.0,0.0,12.0,0,0,0,0.0,23293.0,0.0,0.0,50,M,28253.0,0,C,A,Mid-High,0,48.0,CENTRO
SYN000107,19994.0,0.10222616785035511,0,1339.0,Financiera Marca,48,0.0,0,1,1,1,1412,0,0,1,0,0.0,0.0,119.0,0,0,0,0.0,19994.0,0.0,0.0,27,M,25521.0,0,H,B,Mid-High,0,85.0,NORTE
SYN000108,30892.0,-0.20559271008675387,1,0.0,Contado,59,0.0,0,1,0,0,1401,0,0,1,0,0.0,0.0,133.0,0,0,0,0.0,30892.0,0.0,0.0,54,M,31096.0,0,G,I,Mid-High,0,106.0,CENTRO
SYN000109,19472.0,0.008887633525061627,0,3115.0,Financiera Marca,62,0.0,0,1,0,0,1398,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,19472.0,0.0,0.0,54,M,27522.0,0,Sin_dato,A,Low,0,53.0,SUR
SYN000110,26885.0,0.17622912404686628,0,2021.0,Financiera Marca,79,0.0,0,1,1,1,1381,0,0,1,0,0.0,0.0,123.0,0,0,0,0.0,26885.0,0.0,0.0,30,M,33694.0,0,E,B,Low,0,101.0,CENTRO
SYN000111,20273.0,0.037334385636067675,0,915.0,Contado,47,0.0,0,1,0,0,1413,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,20273.0,0.0,0.0,29,F,0.0,1,Sin_dato,D,Mid,0,115.0,ESTE
SYN000113,23465.0,-0.06553931387172385,1,1844.0,Contado,62,0.0,0,1,1,0,1398,0,0,1,0,0.0,0.0,12.0,0,0,0,0.0,23465.0,0.0,0.0,30,F,25050.0,0,H,C,Mid-High,0,78.0,CENTRO
SYN000114,21979.0,-0.13936484826425224,1,3334.0,Financiera Marca,67,0.0,0,1,0,0,1393,0,0,1,0,0.0,0.0,13.0,0,0,0,0.0,21979.0,0.0,0.0,29,F,26234.0,0,G,K,Mid,1,193.0,ESTE
SYN000115,34133.0,-0.21789089737204467,1,446.0,Contado,83,0.0,0,1,0,0,1377,0,1,1,0,0.0,0.0,7.0,0,0,0,0.0,34133.0,0.0,0.0,51,M,20416.0,0,J,I,High,0,106.0,CENTRO
SYN000116,25792.0,0.0876787375930521,0,2175.0,Financiera Marca,29,0.0,0,1,0,0,1431,1,0,1,0,0.0,0.0,0.0,0,1,0,0.0,25792.0,0.0,0.0,41,M,0.0,1,Sin_dato,B,Mid-High,0,85.0,ESTE
SYN000117,22764.0,-0.050964241785275,1,2169.0,Otros,72,0.0,0,1,0,0,1388,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,22764.0,0.0,0.0,43,M,0.0,1,Sin_dato,I,High,0,106.0,ESTE
SYN000118,11004.0,0.06695474372955289,0,578.0,Contado,86,0.0,0,1,0,0,1374,0,0,1,0,0.0,0.0,82.0,0,0,0,0.0,11004.0,0.0,0.0,38,M,29832.0,0,D,A,Low,0,53.0,CENTRO
SYN000119,29064.0,0.23806014313239746,0,408.0,Contado,86,0.0,0,1,1,0,1374,0,1,1,0,0.0,0.0,15.0,0,0,0,0.0,29064.0,0.0,0.0,46,M,27147.0,0,B,C,Low,0,78.0,ESTE
SYN000121,36771.0,0.22414946561148733,0,1094.0,Otros,32,0.0,0,1,0,0,1428,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,36771.0,0.0,0.0,34,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,ESTE
SYN000122,24045.0,-0.08592763568309421,1,2386.0,Contado,26,0.0,0,1,0,0,1434,0,0,1,0,0.0,0.0,89.0,0,0,0,0.0,24045.0,0.0,0.0,44,M,28146.0,0,D,E,Mid,0,89.0,ESTE
SYN000123,25893.0,-0.02820607886301317,1,1094.0,Contado,53,0.0,0,1,1,0,1407,0,0,1,0,0.0,0.0,152.0,0,1,0,0.0,25893.0,0.0,0.0,37,F,32549.0,0,D,C,Mid,0,101.0,ESTE
SYN000124,11475.0,0.020456644880174294,0,1147.0,Contado,18,0.0,0,1,0,0,1442,0,0,1,0,0.0,0.0,86.0,0,0,0,0.0,11475.0,0.0,0.0,25,M,23588.0,0,E,I,High,1,106.0,ESTE
SYN000125,19172.0,0.00826987273106614,0,3075.0,Otros,86,0.0,0,1,0,0,1374,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,19172.0,0.0,0.0,69,F,0.0,1,Sin_dato,D,Low,0,85.0,CENTRO
SYN000126,29446.0,0.21845310059091216,0,994.0,Contado,30,0.0,0,1,0,0,1430,0,0,1,0,0.0,0.0,121.0,0,0,0,0.0,29446.0,0.0,0.0,48,F,24592.0,0,E,I,High,1,106.0,ESTE
SYN000127,26794.0,-0.0819952228110771,1,2582.0,Financiera Marca,55,0.0,0,1,0,0,1405,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,26794.0,0.0,0.0,51,M,0.0,1,Sin_dato,C,Mid-High,0,78.0,CENTRO
SYN000129,19172.0,0.05354423117045692,0,2207.0,Contado,29,0.0,0,1,0,0,1431,0,0,1,0,0.0,0.0,96.0,0,0,0,0.0,19172.0,0.0,0.0,25,M,18453.0,0,K,D,Low,0,99.0,CENTRO
SYN000131,24004.0,-0.02004290951508082,1,800.0,Contado,9,0.0,0,1,0,0,1451,0,0,1,0,0.0,0.0,134.0,0,0,0,0.0,24004.0,0.0,0.0,67,M,33804.0,0,E,C,Mid,0,101.0,CENTRO
SYN000132,13056.0,-0.03457720588235294,1,2058.0,Financiera Marca,69,0.0,0,1,1,1,1391,0,0,1,0,0.0,0.0,61.0,0,0,0,0.0,13056.0,0.0,0.0,55,M,32083.0,0,E,I,High,0,106.0,CENTRO
SYN000133,25514.0,0.19281570902249745,0,1482.0,Financiera Marca,90,0.0,0,1,1,1,1370,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,25514.0,0.0,0.0,44,M,0.0,1,Sin_dato,I,High,0,117.0,SUR
SYN000134,18579.0,0.1189945637547769,0,915.0,Contado,35,0.0,0,1,0,0,1425,0,0,1,0,0.0,0.0,123.0,0,0,0,0.0,18579.0,0.0,0.0,59,F,33709.0,0,A,B,Mid-High,0,106.0,ESTE
SYN000135,35464.0,0.22562203925107152,0,994.0,Contado,74,0.0,0,1,0,0,1386,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,35464.0,0.0,0.0,55,M,0.0,1,Sin_dato,A,Mid-High,0,48.0,CENTRO
SYN000136,20470.0,0.12302882266731803,0,951.0,Otros,0,0.0,0,1,0,0,1460,0,1,1,0,0.0,0.0,11.0,0,1,0,0.0,20470.0,0.0,0.0,39,M,28597.0,0,C,B,Mid-High,0,77.0,ESTE
SYN000137,20511.0,0.11992833113938861,0,1017.0,Prestamo Bancario,69,0.0,0,1,0,0,1391,0,0,1,0,0.0,0.0,84.0,0,0,0,0.0,20511.0,0.0,0.0,27,M,19665.0,0,K,B,High,0,77.0,SUR
SYN000138,30330.0,0.2150685789647214,0,1134.0,Financiera Marca,46,0.0,0,1,1,1,1414,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,30330.0,0.0,0.0,58,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,SUR
SYN000140,30262.0,-0.21881402418875157,1,395.0,Financiera Marca,20,0.0,0,1,0,0,1440,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,30262.0,0.0,0.0,32,M,0.0,1,Sin_dato,E,Mid,0,89.0,CENTRO
SYN000141,30330.0,0.21836564457632707,0,1034.0,Contado,75,0.0,0,1,0,0,1385,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,30330.0,0.0,0.0,41,F,0.0,1,Sin_dato,D,Low,0,99.0,CENTRO
