CODE,Modelo_letra,PVP_original,p_churn,riesgo,valor,segmento,tasa_respuesta,CLTV,accion,descripcion_accion,coste_efectivo_contacto,coste_efectivo_adicional,coste_efectivo_descuento,coste_efectivo_marketing,coste_accion,CLTV_con_accion,ganancia_cltv,ROI
SYN000039,I,30182,0.111088626,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2037.27304404093,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2177.6747095620512,56.1606662084485,29.6486936304565
SYN000356,I,27959,0.111222394,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2035.644307264698,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2176.0973028142666,56.18119821982746,29.659898613745607
SYN000920,C,25893,0.062495112,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2034.747698716817,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2114.4170601960855,31.86774459170738,21.5309280201551
SYN000304,B,17305,0.028220065,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2033.797556358707,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.1256400000000002,1.3256400000000002,2068.490624886065,13.877227410943124,9.468322780651702
SYN003053,B,17305,0.028220065,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2033.797556358707,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.1256400000000002,1.3256400000000002,2068.490624886065,13.877227410943124,9.468322780651702
SYN001176,I,28453,0.11139838,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2033.5037545176501,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2174.023999261631,56.20809789759242,29.674578638721027
SYN008146,I,28405,0.11140195,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2033.460280470146,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2173.98188854418,56.208643229613614,29.674876244058943
SYN008700,I,27959,0.111449726,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2032.879637987906,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2173.419445314085,56.21592293047152,29.678849012481727
SYN000592,I,28453,0.11146389,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2032.7075269597226,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2173.252725423492,56.218079385507735,29.68002585980557
SYN003047,I,28405,0.11157827,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2031.3181904643545,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2171.9068511635314,56.235464279670765,29.68951335934881
SYN001682,C,23465,0.06278036,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2031.1890917689043,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2111.079323714944,31.95609277841595,21.593391387454712
SYN006123,C,23545,0.06280076,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2030.9348498284694,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2110.840837547133,31.962395087465485,21.597847205504436
SYN002126,I,28453,0.11165264,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2030.4153943129427,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2171.032242742334,56.24673937175649,29.69566654210679
SYN008989,I,27379,0.11165812,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2030.3489366436836,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2170.96785837294,56.247568691702604,29.69611912884883
SYN006725,I,27379,0.11167857,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2030.1007588149432,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2170.727420976,56.25066486442265,29.697808810534077
SYN003069,I,27379,0.11167857,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2030.1007588149432,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2170.727420976,56.25066486442265,29.697808810534077
SYN002811,I,28453,0.11172698,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2029.5134927875085,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2170.158458360189,56.257986229072145,29.701804316236704
SYN009774,I,28396,0.111733355,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2029.436132636274,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2170.083507956873,56.258950128239576,29.70233034721653
SYN000087,C,20621,0.062994696,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2028.5194941041989,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2108.575004392495,32.02220411531844,21.640133000083733
SYN004193,I,28453,0.11183603,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2028.1911362386568,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2168.877249685511,56.274445378741625,29.71078660704083
SYN009354,C,21787,0.06304629,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2027.877434755261,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2107.972642728594,32.03808318933325,21.651359720965246
SYN001463,C,25893,0.0631807,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2026.2058605759655,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2106.404323173721,32.079385039102185,21.680560689410477
SYN008690,I,29194,0.112000376,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2026.200137104019,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2166.9480315131573,56.29915776365533,29.72427295549843
SYN002555,J,33098,0.120403096,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2025.9246647910068,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.7160000000000004,1.9160000000000004,2176.828031011132,60.36134648805019,30.503834283951033
SYN009449,I,28453,0.11202807,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2025.8648456861833,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2166.6231237490915,56.30331122516327,29.726539633902675
SYN008344,I,28453,0.11204183,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2025.6982601087075,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2166.4616949707183,56.305373944804344,29.727665326786912
SYN002701,I,28453,0.11210823,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2024.894676856036,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2165.6829668378723,56.31531599273449,29.733091024194763
SYN000525,I,27379,0.1121404,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2024.50545505301,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2165.305771602022,56.3201266196048,29.735716339011564
SYN009078,I,28453,0.11214892,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2024.4024395757885,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2165.205937867517,56.32139931669144,29.73641089101257
SYN005752,I,28405,0.11221629,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2023.587712643172,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2164.416354980082,56.33145693476399,29.741899658788466
SYN007591,J,31208,0.12061946,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2023.3209970992305,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.7160000000000004,1.9160000000000004,2174.290909792303,60.387965077229005,30.51772707579801
SYN001695,I,29103,0.112321176,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2022.3199386750775,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2163.187637502091,56.34707953080542,29.750425415196144
SYN003212,I,28765,0.11234102,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2022.0802246800788,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2162.9552988981686,56.35002968723593,29.75203541106523
SYN007729,I,28127,0.11236547,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2021.7848336090976,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2162.668992098692,56.35366339583771,29.7540184434827
SYN001667,I,29194,0.11248916,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2020.2914173173328,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2161.221433027988,56.372006284262085,29.764028751507354
SYN006415,H,20671,0.10424438,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2019.5740225209317,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.5532000000000001,1.7532,2150.425192620846,52.34046803996562,28.854248254600513
SYN001495,C,23452,0.06375655,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2019.0610582914019,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2099.6992852469048,32.25529078220116,21.804928437642214
SYN003314,C,23545,0.06379981,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2018.5253384623618,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2099.1964359450913,32.268438993091785,21.81422440122439
SYN006067,I,27379,0.11263977,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2018.474531891262,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2159.460178819867,56.39425877144204,29.77617265413776
SYN001300,I,27479,0.11271247,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2017.5981472234891,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2158.6105659125546,56.4049674756262,29.78201674068227
SYN005481,I,28453,0.11275211,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2017.12052480994,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2158.1475168180123,56.41079680322892,29.78519799346699
SYN003220,C,25888,0.06395865,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2016.5598821761662,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2097.351452016449,32.31662793611313,21.84829463808903
SYN006799,I,28453,0.11289994,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2015.3403274026416,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2156.4215310284308,56.43248145031566,29.797032007375932
SYN004326,C,23465,0.06406113,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2015.2929556195793,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2096.1620785947603,32.34764919007239,21.87022708574122
SYN005717,C,23542,0.06408764,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2014.965355776514,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2095.854519176967,32.35566536018132,21.875894626825023
SYN005291,I,28453,0.113047555,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2013.5643733335933,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2154.6994924327164,56.454047639649254,29.808801375054163
SYN002795,I,27379,0.11313484,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2012.5151030728584,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2153.681998124935,56.46675802083064,29.815737841536034
SYN003082,B,20066,0.029991023,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2012.3440531411725,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.1256400000000002,1.3256400000000002,2048.818994579223,14.589976575220135,10.005986976268167
SYN003473,C,26560,0.06436541,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2011.5360883793546,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2092.6347076261563,32.43944769872069,21.93512987748917
SYN009898,I,28453,0.11324581,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2011.181973062952,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2152.3891563524776,56.48287331581023,29.824532479704335
SYN007122,I,28453,0.1132517,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2011.1111996286681,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2152.3205191153406,56.483727794668994,29.824998796479473
SYN009476,I,30182,0.1133837,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2009.5267205600728,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2150.783795825146,56.50283010602934,29.83542354618497
SYN002885,I,28453,0.11340374,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2009.2863565836465,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2150.5506647265706,56.50572325716967,29.837002432421777
SYN004919,I,28453,0.11351768,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2007.9199516818562,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2149.225318559533,56.5221467510708,29.845965264718835
SYN003767,I,28453,0.113542415,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2007.6234506563192,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2148.9377139297117,56.525705309357,29.84790728517627
SYN001842,B,22056,0.03048518,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2006.4011402181966,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.1256400000000002,1.3256400000000002,2043.3657126521948,14.785828973599292,10.153728745058455
SYN005519,I,29240,0.11367206,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2006.0702010635678,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2147.4309926845003,56.54431664837303,29.858064095379294
SYN003193,I,28453,0.113738485,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2005.2749438888366,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2146.6595082080253,56.55382572767549,29.863253507790592
SYN003077,C,21766,0.06490052,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2004.9475375410452,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2086.4469128170977,32.59975011042098,22.04846585861211
SYN003753,I,28405,0.11380813,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2004.441435272992,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2145.8508796560777,56.56377775323426,29.86868465031339
SYN000848,C,21055,0.064975925,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2004.0209477297872,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2085.5765077996716,32.622224027953784,22.064355223383608
SYN000434,C,23376,0.06517588,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2001.5661258025689,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2083.2703264014235,32.681680239541855,22.10639157207427
SYN000551,I,28453,0.11406723,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2001.3441029374985,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2142.8456781275654,56.60063007602676,29.888796155875767
SYN007300,D,21147,0.073324606,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2000.8234160883017,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.276,1.476,2092.6007833479807,36.71094690387163,23.871915246525496
SYN006668,I,28405,0.11414394,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,2000.4280759421695,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2141.9568006442923,56.61148988084915,29.894722702930114
SYN009664,I,28453,0.11418498,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1999.9381348351374,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2141.4813622140236,56.617290951554516,29.89788853501119
SYN005453,I,28453,0.114243925,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1999.234804561808,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2140.7988287410144,56.62560967168256,29.902428329885698
SYN006442,C,23890,0.06536934,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1999.1942340575356,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2081.0417633478933,32.73901171614307,22.146925704286666
SYN008723,I,27379,0.11427958,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1998.8094362321797,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2140.3860253381454,56.63063564238628,29.905171164803686
SYN006578,I,29240,0.114292316,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1998.6575685996156,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2140.2386413746576,56.6324291100168,29.90614991814931
SYN007545,I,28396,0.11436336,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1997.8104896349791,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2139.416548591978,56.64242358279953,29.911604225496355
SYN005596,I,27379,0.11443549,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1996.9508460991792,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2138.5822226859013,56.65255063468885,29.91713088555383
SYN008383,I,28396,0.11444471,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1996.8409449265228,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2138.475555401372,56.65384418993963,29.917836820530248
SYN008949,H,18261,0.10617605,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1996.3001179630667,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.5532000000000001,1.7532,2127.972728951799,52.66904439549299,29.04166346993668
SYN000369,I,29194,0.11449654,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1996.223563109252,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2137.8763283085204,56.66110607970741,29.92179986886455
SYN003185,I,27379,0.11452994,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1995.8257849296683,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2137.490236401236,56.66578058862706,29.924350899709154
SYN001094,C,22216,0.06568045,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1995.3860897505729,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2077.463139664853,32.830819965712,22.211835382997734
SYN004172,B,20841,0.031599805,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1993.0651358253976,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.1256400000000002,1.3256400000000002,2031.122125797983,15.222795989034148,10.48335595563965
SYN003203,C,21942,0.06592774,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1992.3648042645946,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2074.623424843625,32.90344823161213,22.263184552893186
SYN003253,I,27310,0.11482297,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1992.3397736209843,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2134.106278095303,56.706601789727486,29.946628350648044
SYN006817,I,27310,0.11482297,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1992.3397736209843,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2134.106278095303,56.706601789727486,29.946628350648044
SYN009285,I,28405,0.114837736,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1992.1642774375596,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2133.9359023664115,56.708649971540765,29.947746109769025
SYN003029,I,28405,0.114846,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1992.066088492307,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2133.8405775616397,56.709795627733094,29.948371331441326
SYN003031,C,23899,0.06598906,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1991.6162984737273,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2073.919830191679,32.92141268718069,22.275885666841546
SYN002665,B,19552,0.031832717,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1990.2904543356326,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.1256400000000002,1.3256400000000002,2028.5736278182233,15.313269393036263,10.551604804499156
SYN001831,B,19552,0.031832717,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1990.2904543356326,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.1256400000000002,1.3256400000000002,2028.5736278182233,15.313269393036263,10.551604804499156
SYN007370,I,29240,0.11503891,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1989.7751754209635,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2131.6163430434267,56.73646704898529,29.962926789448417
SYN000978,I,29240,0.11503891,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1989.7751754209635,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2131.6163430434267,56.73646704898529,29.962926789448417
SYN007153,I,28453,0.115086496,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1989.210504365126,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2131.0680638844374,56.74302380772451,29.966505024953342
SYN000973,I,27379,0.115136504,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1988.6172911583694,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2130.492052700198,56.74990461673151,29.970260105179822
SYN002459,C,24528,0.06628032,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1988.0655031437204,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2070.581696616464,33.006477389097384,22.33602756582111
SYN006481,J,30246,0.12371456,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1986.4791342585092,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.7160000000000004,1.9160000000000004,2138.351922835014,60.74911543060198,30.706218909499984
SYN005135,I,29194,0.115317576,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1986.471003686975,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2128.407845524048,56.7747367348291,29.98381179591197
SYN004963,I,27959,0.11541828,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1985.2784643871175,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2127.249692859718,56.78849138904016,29.991318155992225
SYN003112,I,27379,0.115507886,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1984.217967677436,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2126.219711118987,56.800697376620434,29.997979358557316
SYN006093,D,28874,0.07472143,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1983.8376922129748,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.276,1.476,2076.548714131744,37.08440876750765,24.124938189368326
SYN004821,C,21766,0.06666566,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1983.3782429318253,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.2144000000000004,1.4144000000000003,2066.1741749988923,33.11837282682682,22.415139159238414
SYN001447,I,28453,0.11557944,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1983.371572074191,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2125.397626469027,56.810421757934364,30.00328626824621
SYN005344,I,28667,0.11571997,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1981.710523607963,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2123.7841760336446,56.82946097027261,30.01367658277265
SYN003676,I,30094,0.11574836,MUY_BAJO,Alto,MUY_BAJO riesgo / Alto valor,0.4,1981.3750837572388,Upselling,Oferta ext. garantía / seguro batería,0.2,0.0,0.0,1.6324000000000003,1.8324000000000003,2123.4583303107506,56.83329862140472,30.015770913231126
